"name", "sex", "election_type", "party", "initials", "position", "account"
"Xaime Subiela Pérez", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "3", "https://twitter.com/JaimeJuanPerez"
"Rubén Pérez Sueiras", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "4", "https://twitter.com/ruben_prz"
"Flora María Miranda Pena", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "5", "https://twitter.com/erikapsuv"
"Gladys Virxinia Afonso Lobato", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "6", "https://twitter.com/VelezNazarena"
"María José Bóveda Fernández", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "7", "https://twitter.com/crisipodesoli"
"Miguel Castro Serantes", "0", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "8", "https://twitter.com/Miguelvolador"
"Loreto Taibo Rama", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "1", "No result found for Loreto Taibo Rama of PODEMOS-En Marea-ANOVA-EU in CORUÑA (A)"
"Jorge Caeiro Rodríguez", "", "congress", "EN MAREA", "PODEMOS-En Marea-ANOVA-EU", "2", "https://twitter.com/Jose_DRY"
"Joseba Andoni Agirretxea Urresti", "0", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "1", "No result found for Joseba Andoni Agirretxea Urresti of EAJ-PNV in GIPUZKOA"
"Iñigo Barandiaran Benito", "0", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "2", "https://twitter.com/Idoyiss"
"Maria del Carmen Solorzano Sanchez", "", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "3", "https://twitter.com/MaraCarmenEgea"
"Estibaliz Alkorta Barragan", "1", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "4", "https://twitter.com/batugaitezen"
"Luis Jesus Uribe-Etxebarria Apalategui", "0", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "5", "No result found for Luis Jesus Uribe-Etxebarria Apalategui of EAJ-PNV in GIPUZKOA"
"Miren Garbiñe Mendizabal Mendizabal", "1", "congress", "EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO", "EAJ-PNV", "6", "https://twitter.com/JosebaMendi"
"Borja Sémper Pascual", "", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/popularesdeirun"
"Ramón Gómez Ugalde", "0", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/rgomezugalde"
"David Hernández San Luis", "0", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/_davidhernandez"
"Cristina Baz Larrañaga", "1", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/enekoandueza"
"Inés Baroja Horrillo", "1", "congress", "PARTIDO POPULAR", "PP", "5", "No result found for Inés Baroja Horrillo of PP in GIPUZKOA"
"María Pilar Elías Zabala", "1", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/krishnaelias"
"Odón Elorza González", "0", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "1", "https://twitter.com/odonelorza2011"
"Rafaela Romero Pozo", "1", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "2", "https://twitter.com/rafaela_romero"
"Isaac Palencia Caballero", "0", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "3", "https://twitter.com/JSGipuzkoa"
"Maria Lourdes Acevedo Beldarrain", "", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "4", "No result found for Maria Lourdes Acevedo Beldarrain of PSOE in GIPUZKOA"
"Miguel Angel Páez Escamendi", "", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "5", "https://twitter.com/MaikelLobato"
"Juana Fernández Refoyo", "1", "congress", "PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA", "PSOE", "6", "https://twitter.com/RamoniFernndez"
"Fernando López de Lacalle Barrera", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/LopezdeLacalle"
"Vanesa Fernández Cañete", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/Vaneb77"
"Esker Sánchez Ruiz", "1", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/esker81"
"Igor Alonso Martínez", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/alodj"
"Ignacio Sanabria Dorronsoro", "0", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "No result found for Ignacio Sanabria Dorronsoro of C's in GIPUZKOA"
"María Erika Gómez Mozas", "", "congress", "CIUDADANOS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/LiveGipuzkoa"
"Juan Luis Fabo Ordóñez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/FabioPovedaRuiz"
"Amelia Méndez Álvarez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/avscapegoat"
"Raúl Vázquez Gonçalves", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/Melero74"
"María Ramona Fernández Ventoso", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "No result found for María Ramona Fernández Ventoso of UPyD in GIPUZKOA"
"Julen Real Morillas", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/JulenIzagirre"
"María Teresa Sánchez Lasa", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/AbogadaMariaT"
"Marian Beitialarrangoitia Lizarralde", "1", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "1", "https://twitter.com/AlternatibaGip"
"Rafa Larreina Valderrama", "0", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "2", "https://twitter.com/sinesiacaballe"
"Maite Sarasua Letemendia", "1", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "3", "https://twitter.com/EHBilduTolosa"
"Ander Rodriguez Lejarza", "0", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "4", "https://twitter.com/AnderLejarza"
"Igone Lamaran Cobo", "1", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "5", "No result found for Igone Lamaran Cobo of EH Bildu in GIPUZKOA"
"Gotzon Elizburu Beristain", "0", "congress", "EUSKAL HERRIA BILDU", "EH Bildu", "6", "https://twitter.com/sortuEH"
"Jon Hernández Hidalgo", "0", "congress", "UNIDAD POPULAR-ORAIN BATERA:EZKER ANITZA-IZQUIERDA UNIDA,UNIDAD POPULAR EN COMÚN", "IU-UPeC", "1", "https://twitter.com/txonigorri"
"Berta María Susperregui Burguete (Independiente)", "", "congress", "Independiente", "IU-UPeC", "2", "No result found for Berta María Susperregui Burguete (Independiente) of IU-UPeC in GIPUZKOA"
"José Ignacio Temprano Arribas (Independiente)", "", "congress", "Independiente", "IU-UPeC", "3", "No result found for José Ignacio Temprano Arribas (Independiente) of IU-UPeC in GIPUZKOA"
"María Aránzazu González García", "", "congress", "Independiente", "IU-UPeC", "4", "https://twitter.com/AranzazuCPazos"
"Ubaldo Ortiz Rodrigo", "0", "congress", "Independiente", "IU-UPeC", "5", "https://twitter.com/Mccguirre"
"Blanca Merchán Ropero", "1", "congress", "Independiente", "IU-UPeC", "6", "No result found for Blanca Merchán Ropero of IU-UPeC in GIPUZKOA"
"Nayua Miriam Goveli Alba", "1", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "1", "No result found for Nayua Miriam Goveli Alba of PODEMOS-AHAL DUGU in GIPUZKOA"
"Fernando Iglesias García", "0", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "2", "https://twitter.com/gfer66"
"Ana Isabel San Román Abete", "1", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "3", "https://twitter.com/Anaisabelsanro"
"Unai Aso Poza", "0", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "4", "https://twitter.com/UnaEra"
"Rosa María Gorrochategui Tejera", "1", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "5", "No result found for Rosa María Gorrochategui Tejera of PODEMOS-AHAL DUGU in GIPUZKOA"
"Emilio Jesús del Moral Sanz", "", "congress", "PODEMOS-AHAL DUGU", "PODEMOS-AHAL DUGU", "6", "https://twitter.com/SanzDiana"
"Marc Lamuà Estañol", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "1", "https://twitter.com/marclamua"
"Mireia Guerrero Casero", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "2", "https://twitter.com/mireiagcasero"
"Manel Roqueta Casalprim", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "3", "https://twitter.com/manelroqueta"
"Laura Serrano Gálvez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "4", "No result found for Laura Serrano Gálvez of PSC-PSOE in GIRONA"
"Domingo Álvarez Álvarez", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "5", "https://twitter.com/AlvarezDomingol"
"Olga Simarro Rojas", "", "congress", "PARTIT DELS SOCIALISTES DE CATALUNYA", "PSC-PSOE", "6", "https://twitter.com/OlgaSimarro"
"Concepció Veray Cama", "", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/Concepcioveray"
"Joan Menacho Gabardino", "", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/menatx74"
"Marina Guillén Campos", "", "congress", "PARTIDO POPULAR", "PP", "3", "No result found for Marina Guillén Campos of PP in GIRONA"
"Abraham Rodríguez Requena", "", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/ahvargasr"
"José Antonio Sepúlveda Moreno", "", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/funnelmx"
"Carmen Vicens Codina", "", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/gemmacb"
"Fernando López de Castro Fa", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/fpradosroa"
"Salvador Valenzuela Pulido", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/FaPaCcat"
"Olga Hernández García", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/Olga_Olesya"
"José Antonio Sánchez Mesa", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "4", "No result found for José Antonio Sánchez Mesa of C's in GIRONA"
"Cristina Rodríguez Míguez", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/Cristinarm7"
"Isabel Machado Rosa", "", "congress", "CIUTADANS-PARTIDO DE LA CIUDADANÍA", "C's", "6", "No result found for Isabel Machado Rosa of C's in GIRONA"
"Encarnación Conesa López", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/davidconessa"
"Rubén Parra Martínez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/rparra21"
"Vanesa Pons Guillén", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/Cristinaink27"
"José Manuel Torres Mendoza", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "No result found for José Manuel Torres Mendoza of UPyD in GIRONA"
"Margarita Jesús Flores Gonzáles", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/funnelmx"
"Juan Carlos Souto Ferro", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "6", "https://twitter.com/santiurquijo"
"Teresa Jordà Roura", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "1", "https://twitter.com/teresajorda"
"Joan Olòriz Serra", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "2", "https://twitter.com/JoanSerraS"
"Joan Margall Sastre", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "3", "https://twitter.com/joanmargall"
"Ana Hinojosa Valencia", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "4", "https://twitter.com/procurador_info"
"Susanna Pagès Jutglar", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "5", "No result found for Susanna Pagès Jutglar of ERC-CATSÍ in GIRONA"
"David Mascort Subiranas", "", "congress", "ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ", "ERC-CATSÍ", "6", "https://twitter.com/dmascort"
"Dolors Terradas i Viñals", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "1", "https://twitter.com/yaccan1"
"Joan Luengo i Sala", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "2", "https://twitter.com/joanluengo"
"Montserrat Moliner i Vicent", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "3", "https://twitter.com/Montseb"
"Dolors Rubio i Castillo", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "4", "https://twitter.com/DolorsRubio"
"Lluís Flores i Talavera", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "5", "https://twitter.com/teresaferres"
"Wilder Palacio i Pineda", "", "congress", "EN COMÚ PODEM", "EN COMÚ", "6", "https://twitter.com/iamwildd"
"Elvira Ramón Utrabo", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/ElviraRamon"
"Gregorio Cámara Villar", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/GregorioCmara"
"Ana Belén Palomares Bastida", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/davidbastida1"
"Alejandro José Zubeldia Santoyo", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/agrwamba"
"Elena Cristina Fernández Peñafiel", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/Raaqueel_97"
"José Puerta Alarcón", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "6", "https://twitter.com/aarguelles7"
"Mercedes Martín Torres", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "7", "https://twitter.com/mercemartintorr"
"Carlos Rojas García", "0", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/CarlosRojas_PPA"
"Santiago Pérez López", "0", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/santia2015"
"María de la Concepción de Santa Ana Fernández", "1", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/anavanegarcia"
"Pablo García Pérez", "0", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/Tignari"
"Trinidad Herrera Lorente", "1", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/TriniHerrera"
"Ana Belén Garrido Ramírez", "1", "congress", "PARTIDO POPULAR", "PP", "6", "https://twitter.com/AnaBGarrido_"
"Francisco Joaquín Camacho Borrego", "0", "congress", "PARTIDO POPULAR", "PP", "7", "https://twitter.com/jrecioglez"
"Luis Miguel Salvador García", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/luissalvador"
"María del Mar Sánchez Muñoz", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/MarScarpone"
"José Romera López", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/joseromera_"
"María Leticia Ruiz Vílchez", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/MCVilchez_PP"
"Manuel Aguilera Fernández", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/manuf171"
"María Dolores Sánchez Álvarez", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "6", "https://twitter.com/MariadeCajar"
"Manuel García González", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "7", "https://twitter.com/gonzalezgarciam"
"Fernando María Gracia Climent", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/upydgranada"
"Juan Manuel García Gonzalo", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/juanmgar"
"Nuria Martínez Chicón", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/nuriamch"
"María Laura López Quintas (Independiente)", "", "congress", "Independiente", "UPyD", "4", "https://twitter.com/udgtenerife"
"Carlos María González Martín", "0", "congress", "Independiente", "UPyD", "5", "https://twitter.com/FundacionCBG"
"María Inmaculada Arredondo Ruiz", "1", "congress", "Independiente", "UPyD", "6", "https://twitter.com/MariaArredondo"
"Isidro Poyatos Molero", "0", "congress", "Independiente", "UPyD", "7", "https://twitter.com/cmeleror"
"Ana Belén Terrón Berbel", "1", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/PacoBerbel"
"Leticia García Panal", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/LeticiaGPanal"
"Nestor Salvador Galindo", "0", "congress", "PODEMOS", "PODEMOS", "3", "https://twitter.com/antifa_granada"
"María Trinidad Montes Martín", "1", "congress", "PODEMOS", "PODEMOS", "4", "https://twitter.com/NachoMontesTV"
"Pedro Antonio Honrubia Hurtado", "0", "congress", "PODEMOS", "PODEMOS", "5", "https://twitter.com/Antruiz_urban"
"María Esther Salcedo Castro", "1", "congress", "PODEMOS", "PODEMOS", "6", "https://twitter.com/estherbarfer"
"David Sánchez Chaves (Independiente)", "", "congress", "Independiente", "PODEMOS", "7", "https://twitter.com/DavidChavezRios"
"Diego Castillo Caballero", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "1", "https://twitter.com/diegocastilloca"
"María Amparo Quirantes Blanco", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "2", "https://twitter.com/a_mediar"
"Luis Cotarelo Álvarez", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "3", "https://twitter.com/luiscotarelo"
"Noelia Pérez Alameda", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "4", "https://twitter.com/noeliaperez83"
"Jesús Fernández Martín", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "5", "https://twitter.com/susof8"
"María Teresa Molina Navarro", "1", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "6", "https://twitter.com/emmme"
"Alejandro Quesada Solana", "0", "congress", "UNIDAD POPULAR: IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCÍA, UNIDAD POPULAR EN COMÚN", "UP: IULV-CA, UPeC)", "7", "https://twitter.com/Alexkesada"
"Enrique Bueno Prado", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "1", "https://twitter.com/Enrique305"
"Conrado García Marcos", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "2", "https://twitter.com/congdv"
"María Olga Pérez Mieres", "1", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "3", "https://twitter.com/Ismael_Beiro"
"Gemma Villarroel Fernández", "", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "4", "https://twitter.com/gemmavillarroel"
"Ignacio Alonso Pérez", "0", "congress", "CIUDADANOS PARTIDO DE LA CIUDADANÍA", "C's", "5", "https://twitter.com/NachoPerezA"
"Eduardo Fernández García", "0", "congress", "PARTIDO POPULAR", "PP", "1", "https://twitter.com/efernandezleon"
"Manuel Cobo Vega", "0", "congress", "PARTIDO POPULAR", "PP", "2", "https://twitter.com/Lara_Vega"
"María del Carmen González Guinda", "1", "congress", "PARTIDO POPULAR", "PP", "3", "https://twitter.com/mariagv"
"Sara Pérez Díez", "1", "congress", "PARTIDO POPULAR", "PP", "4", "https://twitter.com/Sarileonperez"
"David Fernández Menéndez", "0", "congress", "PARTIDO POPULAR", "PP", "5", "https://twitter.com/Davidlf19"
"María Aurora Flórez Rodríguez", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "1", "https://twitter.com/TinoRodriguez82"
"Ibán García del Blanco", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "2", "https://twitter.com/Ibangarciadb"
"María Luisa González Santín", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "3", "https://twitter.com/LuisaGonzlez13"
"Pablo López Presa", "0", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "4", "https://twitter.com/pabloerpelo"
"Paula Rodríguez Ponce", "1", "congress", "PARTIDO SOCIALISTA OBRERO ESPAÑOL", "PSOE", "5", "https://twitter.com/ANNAPAUOK"
"Esther Ontañón González", "1", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "1", "https://twitter.com/upyd_leon"
"Graciano Ramos Flecha", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "2", "https://twitter.com/gracianoflecha"
"María Cristina Espinosa Alvarez", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "3", "https://twitter.com/isamariavision"
"Ramón Rodríguez Alaíz", "", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "4", "https://twitter.com/espioja"
"Jose Manuel Rodríguez Castro", "0", "congress", "UNIÓN PROGRESO Y DEMOCRACIA", "UPyD", "5", "https://twitter.com/JoseManuel_Lop"
"Ana Marcello Santos", "1", "congress", "PODEMOS", "PODEMOS", "1", "https://twitter.com/AnaSabugo"
"Olga Rodríguez Borrego", "1", "congress", "PODEMOS", "PODEMOS", "2", "https://twitter.com/olgarosso"
